IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
8.222.180.242,8080,8080,false,SIN,Asia Pacific,Singapore,18,5.05
47.243.173.187,8880,8880,false,HKG,Asia Pacific,Hong Kong,36,5.05
8.222.128.131,8443,8443,true,SIN,Asia Pacific,Singapore,75,5.05
8.219.4.122,2053,2053,true,SIN,Asia Pacific,Singapore,59,5.04
47.242.232.14,2095,2095,false,HKG,Asia Pacific,Hong Kong,68,5.04
8.219.5.10,80,80,false,SIN,Asia Pacific,Singapore,22,5.04
8.218.110.180,80,80,false,HKG,Asia Pacific,Hong Kong,79,5.04
8.210.101.157,2087,2087,true,HKG,Asia Pacific,Hong Kong,57,5.03
8.219.201.8,2096,2096,true,SIN,Asia Pacific,Singapore,145,5.03
47.76.33.40,2095,2095,false,HKG,Asia Pacific,Hong Kong,52,5.03
8.222.146.222,2053,2053,true,SIN,Asia Pacific,Singapore,88,5.02
8.218.201.73,2086,2086,false,HKG,Asia Pacific,Hong Kong,41,5.02
8.217.167.88,2087,2087,true,HKG,Asia Pacific,Hong Kong,165,5.02
47.236.130.95,2082,2082,false,SIN,Asia Pacific,Singapore,33,5.02
47.242.174.27,2083,2083,true,HKG,Asia Pacific,Hong Kong,60,5.01
8.218.158.94,2082,2082,false,HKG,Asia Pacific,Hong Kong,53,5.01
8.222.183.242,2052,2052,false,SIN,Asia Pacific,Singapore,19,5.00
8.210.21.65,8080,8080,false,HKG,Asia Pacific,Hong Kong,49,5.00
8.219.147.58,2086,2086,false,SIN,Asia Pacific,Singapore,15,5.00
47.242.232.14,2087,2087,true,HKG,Asia Pacific,Hong Kong,89,5.00
8.222.255.15,80,80,false,SIN,Asia Pacific,Singapore,5,5.00
47.245.114.163,2086,2086,false,SIN,Asia Pacific,Singapore,6,4.99
8.217.193.25,8443,8443,true,HKG,Asia Pacific,Hong Kong,53,4.99
8.217.239.116,80,80,false,HKG,Asia Pacific,Hong Kong,246,4.99
47.242.234.127,2082,2082,false,HKG,Asia Pacific,Hong Kong,40,4.99
8.218.158.94,2095,2095,false,HKG,Asia Pacific,Hong Kong,36,4.99
47.76.49.246,8880,8880,false,HKG,Asia Pacific,Hong Kong,39,4.99
8.222.144.117,80,80,false,SIN,Asia Pacific,Singapore,49,4.98
47.236.130.95,2053,2053,true,SIN,Asia Pacific,Singapore,75,4.98
8.218.181.189,8880,8880,false,HKG,Asia Pacific,Hong Kong,38,4.98
47.236.169.141,2083,2083,true,SIN,Asia Pacific,Singapore,93,4.98
47.236.149.107,2052,2052,false,SIN,Asia Pacific,Singapore,25,4.97
8.222.215.228,2087,2087,true,SIN,Asia Pacific,Singapore,76,4.97
47.74.37.50,2086,2086,false,NRT,Asia Pacific,Tokyo,97,4.97
8.219.107.199,2096,2096,true,SIN,Asia Pacific,Singapore,108,4.97
47.236.83.239,2087,2087,true,SIN,Asia Pacific,Singapore,84,4.96
8.222.193.65,2096,2096,true,SIN,Asia Pacific,Singapore,58,4.96
47.76.49.246,2095,2095,false,HKG,Asia Pacific,Hong Kong,39,4.96
47.242.176.237,2096,2096,true,HKG,Asia Pacific,Hong Kong,63,4.96
8.219.153.237,2053,2053,true,NRT,Asia Pacific,Tokyo,120,4.95
47.242.232.14,8880,8880,false,HKG,Asia Pacific,Hong Kong,53,4.95
8.222.212.219,2083,2083,true,SIN,Asia Pacific,Singapore,50,4.95
8.218.188.129,8080,8080,false,HKG,Asia Pacific,Hong Kong,49,4.95
8.210.3.24,2083,2083,true,HKG,Asia Pacific,Hong Kong,56,4.95
8.219.140.63,8443,8443,true,SIN,Asia Pacific,Singapore,133,4.95
8.210.55.134,80,80,false,HKG,Asia Pacific,Hong Kong,80,4.95
8.222.184.198,2095,2095,false,SIN,Asia Pacific,Singapore,4,4.95
47.91.16.214,8443,8443,true,NRT,Asia Pacific,Tokyo,73,4.95
47.242.17.250,2096,2096,true,HKG,Asia Pacific,Hong Kong,93,4.94
8.210.21.65,80,80,false,HKG,Asia Pacific,Hong Kong,39,4.94
47.243.183.127,2083,2083,true,HKG,Asia Pacific,Hong Kong,55,4.94
47.236.149.107,8080,8080,false,SIN,Asia Pacific,Singapore,21,4.94
8.218.127.249,2095,2095,false,HKG,Asia Pacific,Hong Kong,39,4.93
47.242.174.27,80,80,false,HKG,Asia Pacific,Hong Kong,55,4.93
8.210.55.134,2087,2087,true,HKG,Asia Pacific,Hong Kong,68,4.93
47.74.13.122,2087,2087,true,NRT,Asia Pacific,Tokyo,83,4.93
8.218.110.180,2086,2086,false,HKG,Asia Pacific,Hong Kong,82,4.93
47.74.43.95,2086,2086,false,NRT,Asia Pacific,Tokyo,69,4.93
47.74.37.50,2087,2087,true,NRT,Asia Pacific,Tokyo,71,4.92
47.245.107.174,443,443,true,SIN,Asia Pacific,Singapore,24,4.92
8.222.208.38,8080,8080,false,SIN,Asia Pacific,Singapore,17,4.92
47.245.108.213,80,80,false,SIN,Asia Pacific,Singapore,4,4.92
47.236.130.95,2086,2086,false,SIN,Asia Pacific,Singapore,7,4.92
8.219.12.152,2087,2087,true,SIN,Asia Pacific,Singapore,18,4.92
47.245.126.151,2083,2083,true,SIN,Asia Pacific,Singapore,43,4.91
47.242.54.157,2052,2052,false,HKG,Asia Pacific,Hong Kong,51,4.91
8.219.82.35,80,80,false,SIN,Asia Pacific,Singapore,38,4.91
47.236.158.158,2087,2087,true,SIN,Asia Pacific,Singapore,79,4.91
8.218.207.169,2087,2087,true,HKG,Asia Pacific,Hong Kong,39,4.91
47.236.158.158,8443,8443,true,SIN,Asia Pacific,Singapore,104,4.91
8.217.85.14,8880,8880,false,HKG,Asia Pacific,Hong Kong,48,4.91
8.219.93.5,8080,8080,false,SIN,Asia Pacific,Singapore,15,4.90
8.222.137.192,2086,2086,false,SIN,Asia Pacific,Singapore,23,4.90
8.218.211.17,2096,2096,true,HKG,Asia Pacific,Hong Kong,103,4.90
8.222.183.242,2082,2082,false,SIN,Asia Pacific,Singapore,20,4.90
8.222.150.197,80,80,false,SIN,Asia Pacific,Singapore,17,4.90
8.219.51.211,2095,2095,false,SIN,Asia Pacific,Singapore,2,4.90
47.236.174.206,2095,2095,false,SIN,Asia Pacific,Singapore,13,4.90
8.219.122.55,2083,2083,true,SIN,Asia Pacific,Singapore,110,4.89
47.236.116.182,2053,2053,true,SIN,Asia Pacific,Singapore,112,4.89
47.243.27.217,2087,2087,true,HKG,Asia Pacific,Hong Kong,113,4.89
8.210.146.108,2095,2095,false,HKG,Asia Pacific,Hong Kong,42,4.89
47.242.54.157,8880,8880,false,HKG,Asia Pacific,Hong Kong,42,4.88
47.236.11.84,2095,2095,false,SIN,Asia Pacific,Singapore,11,4.88
8.222.226.15,2086,2086,false,SIN,Asia Pacific,Singapore,38,4.87
8.222.144.50,2086,2086,false,SIN,Asia Pacific,Singapore,17,4.87
8.210.119.11,80,80,false,HKG,Asia Pacific,Hong Kong,47,4.87
8.219.202.130,2086,2086,false,SIN,Asia Pacific,Singapore,7,4.87
47.236.10.100,2082,2082,false,SIN,Asia Pacific,Singapore,54,4.87
47.76.77.103,8443,8443,true,HKG,Asia Pacific,Hong Kong,76,4.86
47.245.107.174,2095,2095,false,SIN,Asia Pacific,Singapore,5,4.86
8.222.164.209,2096,2096,true,SIN,Asia Pacific,Singapore,106,4.86
8.222.212.172,8880,8880,false,SIN,Asia Pacific,Singapore,10,4.86
8.222.215.228,2052,2052,false,SIN,Asia Pacific,Singapore,14,4.86
47.236.172.95,2095,2095,false,SIN,Asia Pacific,Singapore,17,4.86
47.245.93.74,2052,2052,false,SIN,Asia Pacific,Singapore,5,4.85
8.217.251.62,8080,8080,false,HKG,Asia Pacific,Hong Kong,87,4.85
8.219.51.211,2082,2082,false,SIN,Asia Pacific,Singapore,38,4.85
47.245.115.6,8880,8880,false,SIN,Asia Pacific,Singapore,6,4.84
8.218.158.94,2095,2095,false,HKG,Asia Pacific,Hong Kong,43,4.84
8.222.222.64,2052,2052,false,SIN,Asia Pacific,Singapore,4,4.84
8.219.140.229,8080,8080,false,SIN,Asia Pacific,Singapore,9,4.84
47.245.86.230,2087,2087,true,SIN,Asia Pacific,Singapore,58,4.84
8.219.3.53,80,80,false,SIN,Asia Pacific,Singapore,19,4.83
8.219.51.211,8080,8080,false,SIN,Asia Pacific,Singapore,2,4.83
47.242.59.216,8080,8080,false,HKG,Asia Pacific,Hong Kong,48,4.83
8.217.250.222,8443,8443,true,HKG,Asia Pacific,Hong Kong,72,4.83
47.242.234.127,8080,8080,false,HKG,Asia Pacific,Hong Kong,108,4.82
8.218.201.73,80,80,false,HKG,Asia Pacific,Hong Kong,42,4.81
8.210.55.134,8080,8080,false,HKG,Asia Pacific,Hong Kong,52,4.81
8.219.152.195,2083,2083,true,SIN,Asia Pacific,Singapore,82,4.81
47.245.108.213,2053,2053,true,SIN,Asia Pacific,Singapore,46,4.81
8.218.146.204,2052,2052,false,HKG,Asia Pacific,Hong Kong,38,4.80
47.243.107.148,8443,8443,true,HKG,Asia Pacific,Hong Kong,75,4.80
47.74.37.50,2083,2083,true,NRT,Asia Pacific,Tokyo,69,4.80
47.242.54.157,2095,2095,false,HKG,Asia Pacific,Hong Kong,52,4.80
8.222.212.219,80,80,false,SIN,Asia Pacific,Singapore,12,4.79
8.219.3.53,2052,2052,false,SIN,Asia Pacific,Singapore,7,4.79
47.236.158.158,2095,2095,false,SIN,Asia Pacific,Singapore,40,4.79
47.245.93.74,2096,2096,true,SIN,Asia Pacific,Singapore,81,4.79
8.219.58.64,2053,2053,true,SIN,Asia Pacific,Singapore,46,4.78
8.219.60.68,2086,2086,false,SIN,Asia Pacific,Singapore,11,4.78
47.236.180.51,8880,8880,false,SIN,Asia Pacific,Singapore,49,4.78
47.245.105.224,8443,8443,true,SIN,Asia Pacific,Singapore,37,4.78
47.76.37.57,2083,2083,true,HKG,Asia Pacific,Hong Kong,102,4.78
47.236.170.54,8880,8880,false,SIN,Asia Pacific,Singapore,16,4.77
8.219.60.54,2052,2052,false,SIN,Asia Pacific,Singapore,2,4.77
8.218.127.249,80,80,false,HKG,Asia Pacific,Hong Kong,39,4.77
47.74.36.154,80,80,false,NRT,Asia Pacific,Tokyo,120,4.76
8.218.201.73,2087,2087,true,HKG,Asia Pacific,Hong Kong,97,4.76
8.218.136.25,8880,8880,false,HKG,Asia Pacific,Hong Kong,45,4.76
47.74.5.99,2086,2086,false,NRT,Asia Pacific,Tokyo,74,4.76
47.245.86.230,2052,2052,false,SIN,Asia Pacific,Singapore,6,4.76
8.219.3.53,2086,2086,false,SIN,Asia Pacific,Singapore,2,4.76
47.236.104.98,2052,2052,false,SIN,Asia Pacific,Singapore,46,4.76
8.222.174.108,2086,2086,false,SIN,Asia Pacific,Singapore,11,4.76
8.219.11.158,2095,2095,false,SIN,Asia Pacific,Singapore,2,4.75
47.245.108.213,443,443,true,SIN,Asia Pacific,Singapore,40,4.75
8.218.105.223,2052,2052,false,HKG,Asia Pacific,Hong Kong,43,4.75
47.236.146.249,8880,8880,false,SIN,Asia Pacific,Singapore,14,4.74
47.245.107.174,8880,8880,false,SIN,Asia Pacific,Singapore,6,4.74
8.219.11.158,2083,2083,true,SIN,Asia Pacific,Singapore,47,4.74
8.222.152.165,80,80,false,SIN,Asia Pacific,Singapore,23,4.74
47.236.5.223,8880,8880,false,SIN,Asia Pacific,Singapore,24,4.74
8.222.150.197,8880,8880,false,SIN,Asia Pacific,Singapore,8,4.74
47.74.43.95,8880,8880,false,NRT,Asia Pacific,Tokyo,68,4.73
47.76.77.103,2052,2052,false,HKG,Asia Pacific,Hong Kong,50,4.73
8.217.251.62,2096,2096,true,HKG,Asia Pacific,Hong Kong,83,4.73
47.236.11.84,2083,2083,true,SIN,Asia Pacific,Singapore,67,4.72
8.218.204.128,8080,8080,false,HKG,Asia Pacific,Hong Kong,45,4.72
8.222.180.86,2096,2096,true,SIN,Asia Pacific,Singapore,97,4.72
8.222.249.98,2086,2086,false,SIN,Asia Pacific,Singapore,9,4.72
8.219.156.148,2096,2096,true,SIN,Asia Pacific,Singapore,101,4.72
8.217.145.40,8880,8880,false,HKG,Asia Pacific,Hong Kong,121,4.71
8.222.222.64,2083,2083,true,SIN,Asia Pacific,Singapore,66,4.71
47.236.7.106,2086,2086,false,SIN,Asia Pacific,Singapore,543,4.71
47.74.43.95,2087,2087,true,NRT,Asia Pacific,Tokyo,74,4.71
8.210.250.120,2052,2052,false,HKG,Asia Pacific,Hong Kong,75,4.70
47.91.16.214,2053,2053,true,NRT,Asia Pacific,Tokyo,74,4.70
8.222.167.147,2083,2083,true,SIN,Asia Pacific,Singapore,70,4.70
8.218.174.118,2095,2095,false,HKG,Asia Pacific,Hong Kong,63,4.70
8.222.174.108,8880,8880,false,SIN,Asia Pacific,Singapore,19,4.70
47.236.168.17,2087,2087,true,SIN,Asia Pacific,Singapore,101,4.70
8.219.40.37,2096,2096,true,SIN,Asia Pacific,Singapore,50,4.70
47.236.7.106,2083,2083,true,SIN,Asia Pacific,Singapore,69,4.70
8.219.1.92,2087,2087,true,SIN,Asia Pacific,Singapore,38,4.70
8.210.21.65,2096,2096,true,HKG,Asia Pacific,Hong Kong,62,4.69
8.210.55.134,2096,2096,true,HKG,Asia Pacific,Hong Kong,72,4.69
47.236.104.98,2095,2095,false,SIN,Asia Pacific,Singapore,49,4.69
8.218.65.237,2087,2087,true,HKG,Asia Pacific,Hong Kong,52,4.69
47.245.118.70,2082,2082,false,SIN,Asia Pacific,Singapore,9,4.69
8.210.55.134,2083,2083,true,HKG,Asia Pacific,Hong Kong,45,4.69
47.74.7.51,80,80,false,NRT,Asia Pacific,Tokyo,102,4.69
8.222.214.13,2052,2052,false,SIN,Asia Pacific,Singapore,15,4.69
47.236.158.158,2095,2095,false,SIN,Asia Pacific,Singapore,9,4.69
47.245.86.230,2096,2096,true,SIN,Asia Pacific,Singapore,25,4.68
47.245.108.213,2053,2053,true,SIN,Asia Pacific,Singapore,45,4.68
8.222.164.209,2095,2095,false,SIN,Asia Pacific,Singapore,14,4.68
47.243.27.217,2082,2082,false,HKG,Asia Pacific,Hong Kong,45,4.67
8.217.251.62,80,80,false,HKG,Asia Pacific,Hong Kong,52,4.67
47.243.86.79,2053,2053,true,HKG,Asia Pacific,Hong Kong,48,4.67
47.245.84.124,8880,8880,false,SIN,Asia Pacific,Singapore,6,4.66
47.236.169.15,80,80,false,SIN,Asia Pacific,Singapore,26,4.66
8.219.111.175,8080,8080,false,SIN,Asia Pacific,Singapore,23,4.66
8.219.51.211,2095,2095,false,SIN,Asia Pacific,Singapore,17,4.66
47.236.165.25,2082,2082,false,SIN,Asia Pacific,Singapore,20,4.65
8.222.160.176,2052,2052,false,SIN,Asia Pacific,Singapore,14,4.65
8.218.181.189,2095,2095,false,HKG,Asia Pacific,Hong Kong,40,4.65
47.236.149.107,80,80,false,SIN,Asia Pacific,Singapore,9,4.65
47.242.79.71,8880,8880,false,HKG,Asia Pacific,Hong Kong,51,4.65
8.219.11.158,2096,2096,true,SIN,Asia Pacific,Singapore,62,4.65
8.217.85.14,2083,2083,true,HKG,Asia Pacific,Hong Kong,96,4.65
8.222.140.87,80,80,false,SIN,Asia Pacific,Singapore,19,4.65
47.236.165.25,8080,8080,false,SIN,Asia Pacific,Singapore,37,4.65
8.222.198.105,8880,8880,false,SIN,Asia Pacific,Singapore,7,4.64
47.74.13.122,2083,2083,true,NRT,Asia Pacific,Tokyo,81,4.64
47.76.33.40,8880,8880,false,HKG,Asia Pacific,Hong Kong,38,4.64
47.245.115.6,2096,2096,true,SIN,Asia Pacific,Singapore,32,4.64
8.222.140.87,2082,2082,false,SIN,Asia Pacific,Singapore,9,4.64
8.218.3.12,2096,2096,true,HKG,Asia Pacific,Hong Kong,63,4.63
8.218.127.249,80,80,false,HKG,Asia Pacific,Hong Kong,44,4.63
47.74.58.205,8443,8443,true,NRT,Asia Pacific,Tokyo,124,4.63
8.218.52.115,2053,2053,true,HKG,Asia Pacific,Hong Kong,119,4.63
8.222.237.131,8880,8880,false,SIN,Asia Pacific,Singapore,19,4.63
47.245.114.163,2083,2083,true,SIN,Asia Pacific,Singapore,46,4.63
47.74.37.50,2096,2096,true,NRT,Asia Pacific,Tokyo,84,4.62
47.245.115.6,2086,2086,false,SIN,Asia Pacific,Singapore,6,4.62
8.222.222.64,8080,8080,false,SIN,Asia Pacific,Singapore,34,4.62
8.222.128.131,2096,2096,true,SIN,Asia Pacific,Singapore,106,4.61
8.219.51.211,2086,2086,false,SIN,Asia Pacific,Singapore,2,4.61
47.245.108.213,8443,8443,true,SIN,Asia Pacific,Singapore,20,4.61
8.219.42.72,2095,2095,false,SIN,Asia Pacific,Singapore,15,4.61
47.245.84.124,2052,2052,false,SIN,Asia Pacific,Singapore,8,4.60
8.219.13.143,8080,8080,false,SIN,Asia Pacific,Singapore,4,4.60
8.218.85.128,8443,8443,true,HKG,Asia Pacific,Hong Kong,88,4.60
47.74.36.154,2083,2083,true,NRT,Asia Pacific,Tokyo,74,4.60
8.218.22.210,2052,2052,false,HKG,Asia Pacific,Hong Kong,80,4.59
8.219.222.98,2087,2087,true,SIN,Asia Pacific,Singapore,57,4.59
47.242.59.216,2052,2052,false,HKG,Asia Pacific,Hong Kong,68,4.59
8.219.72.50,2086,2086,false,SIN,Asia Pacific,Singapore,8,4.59
47.236.7.106,2082,2082,false,SIN,Asia Pacific,Singapore,28,4.58
47.236.10.182,8880,8880,false,SIN,Asia Pacific,Singapore,14,4.58
47.236.117.48,2087,2087,true,SIN,Asia Pacific,Singapore,54,4.58
47.236.202.91,2086,2086,false,SIN,Asia Pacific,Singapore,14,4.58
8.218.18.235,2086,2086,false,HKG,Asia Pacific,Hong Kong,41,4.58
47.243.173.187,2052,2052,false,HKG,Asia Pacific,Hong Kong,43,4.57
47.243.42.219,2083,2083,true,HKG,Asia Pacific,Hong Kong,61,4.57
8.222.210.182,80,80,false,SIN,Asia Pacific,Singapore,5,4.57
8.218.243.95,80,80,false,HKG,Asia Pacific,Hong Kong,36,4.57
8.222.146.222,2083,2083,true,SIN,Asia Pacific,Singapore,51,4.57
8.217.145.40,2087,2087,true,HKG,Asia Pacific,Hong Kong,103,4.57
47.236.10.182,2083,2083,true,SIN,Asia Pacific,Singapore,134,4.56
8.217.221.165,2087,2087,true,HKG,Asia Pacific,Hong Kong,77,4.56
8.218.158.94,2053,2053,true,HKG,Asia Pacific,Hong Kong,156,4.56
47.236.169.15,8080,8080,false,SIN,Asia Pacific,Singapore,11,4.56
8.222.162.45,8080,8080,false,SIN,Asia Pacific,Singapore,13,4.56
8.210.117.18,2087,2087,true,HKG,Asia Pacific,Hong Kong,52,4.56
47.245.107.174,2053,2053,true,SIN,Asia Pacific,Singapore,61,4.56
8.222.183.242,8880,8880,false,SIN,Asia Pacific,Singapore,20,4.56
8.219.60.54,8443,8443,true,SIN,Asia Pacific,Singapore,165,4.55
8.222.140.87,2086,2086,false,SIN,Asia Pacific,Singapore,6,4.55
47.236.75.113,80,80,false,SIN,Asia Pacific,Singapore,11,4.55
47.74.37.50,2082,2082,false,NRT,Asia Pacific,Tokyo,92,4.55
8.222.164.209,2087,2087,true,SIN,Asia Pacific,Singapore,103,4.54
47.236.146.249,2083,2083,true,SIN,Asia Pacific,Singapore,56,4.54
8.210.151.69,8443,8443,true,HKG,Asia Pacific,Hong Kong,57,4.53
8.210.156.6,2083,2083,true,HKG,Asia Pacific,Hong Kong,67,4.53
8.210.151.69,2087,2087,true,HKG,Asia Pacific,Hong Kong,50,4.53
8.222.175.6,443,443,true,SIN,Asia Pacific,Singapore,99,4.53
8.218.181.189,80,80,false,HKG,Asia Pacific,Hong Kong,87,4.53
47.236.10.100,8443,8443,true,SIN,Asia Pacific,Singapore,99,4.53
47.236.7.106,443,443,true,SIN,Asia Pacific,Singapore,85,4.53
8.218.156.91,80,80,false,HKG,Asia Pacific,Hong Kong,48,4.53
8.218.174.118,80,80,false,HKG,Asia Pacific,Hong Kong,46,4.53
47.236.172.71,2096,2096,true,SIN,Asia Pacific,Singapore,71,4.52
8.219.58.64,8080,8080,false,SIN,Asia Pacific,Singapore,4,4.52
8.210.119.11,2095,2095,false,HKG,Asia Pacific,Hong Kong,85,4.52
47.245.86.230,8443,8443,true,SIN,Asia Pacific,Singapore,32,4.52
47.245.107.174,8080,8080,false,SIN,Asia Pacific,Singapore,4,4.52
8.222.150.197,8880,8880,false,SIN,Asia Pacific,Singapore,21,4.52
47.76.49.246,8080,8080,false,HKG,Asia Pacific,Hong Kong,41,4.52
47.236.166.131,80,80,false,SIN,Asia Pacific,Singapore,19,4.52
47.245.86.230,2083,2083,true,SIN,Asia Pacific,Singapore,35,4.51
47.236.121.23,2053,2053,true,SIN,Asia Pacific,Singapore,133,4.51
8.210.39.96,80,80,false,HKG,Asia Pacific,Hong Kong,48,4.51
8.219.222.8,2052,2052,false,SIN,Asia Pacific,Singapore,5,4.51
8.218.207.169,443,443,true,HKG,Asia Pacific,Hong Kong,57,4.50
8.210.151.69,2096,2096,true,HKG,Asia Pacific,Hong Kong,60,4.50
47.245.105.224,2083,2083,true,SIN,Asia Pacific,Singapore,69,4.50
8.210.55.134,2083,2083,true,HKG,Asia Pacific,Hong Kong,42,4.50
8.222.184.198,2095,2095,false,SIN,Asia Pacific,Singapore,24,4.49
8.222.226.15,8880,8880,false,SIN,Asia Pacific,Singapore,3,4.49
8.217.167.88,2095,2095,false,HKG,Asia Pacific,Hong Kong,36,4.49
47.242.155.183,2052,2052,false,HKG,Asia Pacific,Hong Kong,48,4.49
47.74.5.99,2052,2052,false,NRT,Asia Pacific,Tokyo,77,4.49
8.222.212.219,2083,2083,true,SIN,Asia Pacific,Singapore,74,4.48
8.222.184.198,8080,8080,false,SIN,Asia Pacific,Singapore,4,4.48
8.218.156.91,2082,2082,false,HKG,Asia Pacific,Hong Kong,85,4.48
8.222.244.192,8880,8880,false,SIN,Asia Pacific,Singapore,6,4.48
8.219.250.239,2087,2087,true,SIN,Asia Pacific,Singapore,125,4.48
47.242.59.216,2086,2086,false,HKG,Asia Pacific,Hong Kong,89,4.48
8.218.174.118,2052,2052,false,HKG,Asia Pacific,Hong Kong,41,4.48
8.217.159.210,2096,2096,true,HKG,Asia Pacific,Hong Kong,55,4.47
8.218.3.12,8443,8443,true,HKG,Asia Pacific,Hong Kong,63,4.47
47.245.84.124,8443,8443,true,SIN,Asia Pacific,Singapore,36,4.47
47.236.180.51,2053,2053,true,SIN,Asia Pacific,Singapore,83,4.47
47.76.37.57,2095,2095,false,HKG,Asia Pacific,Hong Kong,46,4.47
47.236.164.215,8443,8443,true,SIN,Asia Pacific,Singapore,128,4.46
8.218.174.118,8080,8080,false,HKG,Asia Pacific,Hong Kong,39,4.46
47.74.37.50,8443,8443,true,NRT,Asia Pacific,Tokyo,70,4.46
8.222.214.231,2087,2087,true,SIN,Asia Pacific,Singapore,87,4.46
47.245.115.6,8443,8443,true,SIN,Asia Pacific,Singapore,52,4.46
47.236.172.71,2086,2086,false,SIN,Asia Pacific,Singapore,17,4.46
47.242.232.14,8443,8443,true,HKG,Asia Pacific,Hong Kong,49,4.46
8.222.150.197,2082,2082,false,SIN,Asia Pacific,Singapore,29,4.46
8.210.3.24,2096,2096,true,HKG,Asia Pacific,Hong Kong,85,4.46
47.74.37.50,2095,2095,false,NRT,Asia Pacific,Tokyo,92,4.45
47.74.5.99,2053,2053,true,NRT,Asia Pacific,Tokyo,141,4.45
8.219.4.122,2082,2082,false,SIN,Asia Pacific,Singapore,3,4.45
47.245.118.70,8080,8080,false,SIN,Asia Pacific,Singapore,6,4.45
47.242.59.216,2053,2053,true,HKG,Asia Pacific,Hong Kong,103,4.45
8.210.3.24,2083,2083,true,HKG,Asia Pacific,Hong Kong,42,4.45
8.222.167.147,2052,2052,false,SIN,Asia Pacific,Singapore,14,4.44
8.210.39.96,2083,2083,true,HKG,Asia Pacific,Hong Kong,34,4.44
47.236.174.206,2087,2087,true,SIN,Asia Pacific,Singapore,69,4.44
47.74.37.50,2052,2052,false,NRT,Asia Pacific,Tokyo,71,4.43
47.236.83.239,2082,2082,false,SIN,Asia Pacific,Singapore,37,4.43
8.222.150.197,80,80,false,SIN,Asia Pacific,Singapore,23,4.43
47.74.36.154,2052,2052,false,NRT,Asia Pacific,Tokyo,79,4.43
47.76.249.76,2052,2052,false,HKG,Asia Pacific,Hong Kong,41,4.43
47.236.172.71,2053,2053,true,SIN,Asia Pacific,Singapore,62,4.43
47.245.107.174,443,443,true,SIN,Asia Pacific,Singapore,47,4.43
47.236.171.205,2052,2052,false,SIN,Asia Pacific,Singapore,13,4.43
47.74.43.95,8080,8080,false,NRT,Asia Pacific,Tokyo,68,4.43
47.74.13.122,2052,2052,false,NRT,Asia Pacific,Tokyo,73,4.42
8.222.221.86,2086,2086,false,SIN,Asia Pacific,Singapore,13,4.42
8.217.149.28,443,443,true,HKG,Asia Pacific,Hong Kong,107,4.42
47.243.183.127,80,80,false,HKG,Asia Pacific,Hong Kong,87,4.41
47.236.169.164,2053,2053,true,SIN,Asia Pacific,Singapore,100,4.41
47.242.54.157,2095,2095,false,HKG,Asia Pacific,Hong Kong,37,4.41
8.217.145.40,2086,2086,false,HKG,Asia Pacific,Hong Kong,80,4.41
47.245.93.74,2095,2095,false,SIN,Asia Pacific,Singapore,8,4.41
8.219.222.98,2096,2096,true,SIN,Asia Pacific,Singapore,110,4.40
8.222.184.198,80,80,false,SIN,Asia Pacific,Singapore,3,4.40
47.76.37.57,2096,2096,true,HKG,Asia Pacific,Hong Kong,104,4.40
47.245.86.230,8443,8443,true,SIN,Asia Pacific,Singapore,82,4.40
47.236.158.158,8880,8880,false,SIN,Asia Pacific,Singapore,23,4.40
8.218.211.17,2095,2095,false,HKG,Asia Pacific,Hong Kong,38,4.39
8.218.143.10,2052,2052,false,HKG,Asia Pacific,Hong Kong,79,4.39
47.236.144.208,2087,2087,true,SIN,Asia Pacific,Singapore,88,4.39
47.242.234.127,8443,8443,true,HKG,Asia Pacific,Hong Kong,33,4.39
8.222.140.87,80,80,false,SIN,Asia Pacific,Singapore,11,4.39
8.218.146.204,2086,2086,false,HKG,Asia Pacific,Hong Kong,45,4.39
8.218.65.237,2096,2096,true,HKG,Asia Pacific,Hong Kong,79,4.39
47.236.146.249,2095,2095,false,SIN,Asia Pacific,Singapore,19,4.38
47.242.176.237,8443,8443,true,HKG,Asia Pacific,Hong Kong,43,4.38
8.218.136.25,2052,2052,false,HKG,Asia Pacific,Hong Kong,65,4.38
8.218.201.73,2096,2096,true,HKG,Asia Pacific,Hong Kong,72,4.38
47.243.42.219,8443,8443,true,HKG,Asia Pacific,Hong Kong,68,4.38
47.236.172.95,80,80,false,SIN,Asia Pacific,Singapore,26,4.37
8.210.3.24,2095,2095,false,HKG,Asia Pacific,Hong Kong,39,4.37
8.217.221.165,8443,8443,true,HKG,Asia Pacific,Hong Kong,61,4.37
8.219.42.72,2053,2053,true,SIN,Asia Pacific,Singapore,76,4.37
47.76.77.103,2086,2086,false,HKG,Asia Pacific,Hong Kong,41,4.37
47.242.202.230,2095,2095,false,HKG,Asia Pacific,Hong Kong,50,4.37
47.245.84.124,80,80,false,SIN,Asia Pacific,Singapore,7,4.36
47.236.169.164,2083,2083,true,SIN,Asia Pacific,Singapore,60,4.36
47.245.107.174,8443,8443,true,SIN,Asia Pacific,Singapore,31,4.36
8.217.167.88,2053,2053,true,HKG,Asia Pacific,Hong Kong,97,4.36
8.222.214.13,2095,2095,false,SIN,Asia Pacific,Singapore,17,4.36
8.218.105.223,2053,2053,true,HKG,Asia Pacific,Hong Kong,73,4.36
47.242.232.14,2052,2052,false,HKG,Asia Pacific,Hong Kong,35,4.35
